year,st,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1987,26,143508,174792,3167218,3148736,22533,13.040,18560,10.740,532460,192188,340272,6.104,16.910,495309,165201,330108,5.247,15.730,37151,1.180,31.461,12787,12970,83515
1987,27,78136,93465,1656070,1629548,11889,12.839,10166,10.978,294323,111479,182844,6.841,18.062,240887,86874,154013,5.331,14.782,53436,3.279,29.565,6905,7030,47269
1987,28,39010,46731,677981,679112,6168,13.232,5934,12.730,118247,47572,70675,7.005,17.412,120922,41985,78937,6.182,17.806,-2675,-0.394,34.824,4061,4112,22163
1987,29,91486,110370,1851610,1829994,15259,13.981,12805,11.732,344812,135201,209611,7.388,18.842,301699,109633,192066,5.991,16.486,43113,2.356,32.973,8801,8956,57821
1987,30,19030,21791,205445,204299,2987,13.714,2967,13.622,41500,17771,23729,8.699,20.313,39453,15849,23604,7.758,19.311,2047,1.002,38.623,2098,2116,9033
1987,31,32521,38080,514999,508964,4204,11.053,4115,10.819,87234,31796,55438,6.247,17.140,75516,29731,45785,5.841,14.837,11718,2.302,29.674,2889,2929,16370
1987,32,20243,23521,442455,426286,4196,18.242,3158,13.729,102448,38801,63647,9.102,24.033,70069,26949,43120,6.322,16.437,32379,7.596,32.874,2122,2150,15767
1987,33,25689,29066,445881,435571,5175,18.447,3151,11.232,89891,36062,53829,8.279,20.638,69242,25078,44164,5.758,15.897,20649,4.741,31.794,2272,2305,16006
1987,34,158334,181181,3115104,3056544,25413,14.263,19411,10.894,627549,239403,388146,7.832,20.531,508890,172806,336084,5.654,16.649,118659,3.882,33.298,13787,13929,87520
1987,35,26346,30997,392042,389304,4537,14.666,4415,14.271,83957,36845,47112,9.464,21.566,78637,29504,49133,7.579,20.199,5320,1.367,40.399,2985,3040,16824
1987,36,346958,395291,6807155,6705141,52241,13.324,45835,11.690,1252493,477306,775187,7.119,18.680,1044402,356572,687830,5.318,15.576,208091,3.103,31.152,34119,34426,205792
1987,37,111871,138015,2424185,2377913,19430,14.324,14692,10.831,430724,162342,268382,6.827,18.114,339213,127682,211531,5.369,14.265,91511,3.848,28.530,10182,10301,59185
1987,38,14435,16740,180103,180910,1920,11.495,1845,11.046,28320,10818,17502,5.980,15.654,29728,10332,19396,5.711,16.432,-1408,-0.778,31.308,1255,1270,6263
1987,39,169812,213828,3914277,3871222,26261,12.425,21329,10.091,666614,246320,420294,6.363,17.220,580751,216413,364338,5.590,15.002,85863,2.218,30.004,14080,14342,95232
1987,40,56062,67181,874521,937666,8825,12.940,10857,15.920,157250,72705,84545,7.754,16.770,286392,77055,209337,8.218,30.543,-129142,-13.773,33.541,7550,7698,44828
1987,41,57416,67624,889151,874244,10230,15.308,8639,12.927,175452,66758,108694,7.636,20.069,145408,59498,85910,6.806,16.632,30044,3.437,33.265,6140,6197,35845
1987,42,196202,238631,4282508,4227946,29823,12.669,23353,9.921,726366,266702,459664,6.308,17.180,617604,213046,404558,5.039,14.608,108762,2.572,29.215,15869,16123,108011
1987,44,21227,23648,394282,386166,3376,14.571,2419,10.440,69781,26209,43572,6.787,18.070,53640,20250,33390,5.244,13.890,16141,4.180,27.781,1778,1806,12412
1987,45,54938,67161,1127505,1105750,9784,14.817,7528,11.400,212585,86013,126572,7.779,19.225,168945,62389,106556,5.642,15.279,43640,3.947,30.558,5170,5257,30731
1987,46,15140,17233,194410,191185,2001,11.652,1881,10.953,33927,14163,19764,7.408,17.746,27690,9151,18539,4.786,14.483,6237,3.262,28.967,1317,1322,5799
1987,47,78612,96252,1683070,1656043,14024,14.804,10976,11.587,321525,126807,194718,7.657,19.415,268359,103870,164489,6.272,16.205,53166,3.210,32.410,7642,7724,51472
1987,48,277905,352097,5427873,5539610,50952,14.360,56394,15.894,1044167,466671,577496,8.424,18.849,1263811,487255,776556,8.796,22.814,-219644,-3.965,37.698,39178,40151,257813
1987,49,26208,31391,498689,493394,4776,15.334,4287,13.764,100567,39300,61267,7.965,20.383,90022,35216,54806,7.138,18.245,10545,2.137,36.491,2889,2970,19670
1987,50,14485,16132,206860,199604,2508,15.988,1618,10.314,41002,17024,23978,8.529,20.542,26302,10634,15668,5.328,13.177,14700,7.365,26.354,1168,1176,6194
1987,51,98309,122729,2116240,2061637,18169,15.126,12952,10.783,413355,162932,250423,7.903,20.050,304073,107825,196248,5.230,14.749,109282,5.301,29.498,8864,8997,54936
1987,53,89070,105812,1453726,1418254,15982,15.298,13305,12.735,303814,114659,189155,8.085,21.422,232396,89684,142712,6.324,16.386,71418,5.036,32.772,9227,9380,50903
1987,54,27342,32711,447759,446934,4237,13.033,3836,11.799,76976,31760,45216,7.106,17.223,75328,25096,50232,5.615,16.854,1648,0.369,33.709,2639,2658,13432
1987,55,87955,104120,1747779,1698408,13552,13.245,9954,9.728,310789,138605,172184,8.161,18.299,213393,70064,143329,4.125,12.564,97396,5.735,25.129,6958,7052,41403
1987,56,11079,12744,126399,131970,1571,12.078,2097,16.122,20043,8850,11193,6.706,15.188,31352,11210,20142,8.494,23.757,-11309,-8.569,30.375,1415,1436,6579
1988,01,62232,76602,1233903,1219946,10497,13.866,8697,11.488,216312,90021,126291,7.379,17.731,187945,67705,120240,5.550,15.406,28367,2.325,30.812,6003,6103,36428
1988,02,10011,11869,137015,138265,1952,16.470,1917,16.175,30517,12416,18101,8.980,22.071,33001,14067,18934,10.174,23.868,-2484,-1.797,44.143,1227,1257,7199
1988,04,62096,76540,1196441,1178895,12718,16.859,10510,13.932,260126,113598,146528,9.636,22.065,225915,86707,139208,7.355,19.163,34211,2.902,38.327,7372,7491,50345
1988,05,40141,47181,704276,695775,6257,13.344,5674,12.101,124069,43201,80868,6.209,17.832,106518,40300,66218,5.792,15.309,17551,2.523,30.619,4000,4048,23655
1988,06,517133,627297,10394671,10220837,94159,15.217,77099,12.460,2192566,814423,1378143,7.968,21.452,1845403,680374,1165029,6.657,18.055,347163,3.397,36.111,53282,54414,374611
1988,08,70349,84222,1202152,1201412,12782,15.228,12211,14.548,227886,92419,135467,7.693,18.968,226123,92244,133879,7.678,18.821,1763,0.147,37.643,8662,8782,50874
1988,09,71838,82984,1535321,1521952,11323,13.891,8384,10.285,265023,106370,158653,6.989,17.413,238625,89941,148684,5.910,15.679,26398,1.734,31.358,5929,5987,42870
1988,10,12996,15142,295167,288008,2195,14.790,1594,10.740,55547,19753,35794,6.859,19.287,40954,14079,26875,4.888,14.220,14593,5.067,28.440,1062,1082,7264
1988,11,14468,17226,380617,386970,2362,13.886,1931,11.352,62225,22322,39903,5.768,16.080,75109,19891,55218,5.140,19.410,-12884,-3.329,32.160,1293,1303,12332
1988,12,251811,306230,4331799,4236206,52665,17.548,40443,13.476,940078,399809,540269,9.438,22.192,748525,299693,448832,7.075,17.670,191553,4.522,35.339,29760,30295,190787
1988,13,109041,136542,2418399,2380304,20807,15.508,16068,11.976,464617,194155,270462,8.157,19.519,389056,147913,241143,6.214,16.345,75561,3.174,32.690,11071,11244,81670
1988,15,20489,25106,384353,375389,3508,14.219,2638,10.693,71936,29653,42283,7.899,19.163,54292,19602,34690,5.222,14.463,17644,4.700,28.926,1808,1859,10413
1988,16,19003,22409,269420,262827,3012,13.555,2635,11.858,55766,23612,32154,8.984,21.218,42691,17607,25084,6.699,16.243,13075,4.975,32.486,1817,1860,11887
1988,17,195535,234950,4362965,4287606,28726,12.362,23571,10.144,747443,263833,483610,6.153,17.433,596975,207938,389037,4.850,13.923,150468,3.509,27.847,16193,16466,105762
1988,18,91525,112572,2001812,1964431,13746,12.359,11051,9.936,333413,120560,212853,6.137,16.972,259079,87992,171087,4.479,13.189,74334,3.784,26.377,7626,7779,51128
1988,19,53840,65133,932019,908971,6774,10.457,6069,9.369,155274,50551,104723,5.561,17.082,109639,42234,67405,4.646,12.062,45635,5.021,24.124,4232,4312,25151
1988,20,50062,59839,822482,812508,7463,12.603,6215,10.496,140603,57751,82852,7.108,17.305,121210,45265,75945,5.571,14.918,19393,2.387,29.836,4388,4474,27905
1988,21,57929,69674,1098339,1076763,9049,13.129,7548,10.951,195683,75192,120491,6.983,18.173,152530,56410,96120,5.239,14.166,43153,4.008,28.331,5397,5479,31167
1988,22,66021,81014,1189444,1182319,10316,12.688,10897,13.403,220698,85817,134881,7.258,18.667,207059,79117,127942,6.692,17.513,13639,1.154,35.026,7538,7700,45970
1988,23,25973,29908,416043,404619,4559,15.615,3136,10.741,76469,24627,51842,6.086,18.899,53676,18476,35200,4.566,13.266,22793,5.633,26.532,2273,2288,11055
1988,24,80062,97729,1747904,1720278,14123,14.746,10216,10.667,334550,134952,199598,7.845,19.447,278116,88628,189488,5.152,16.167,56434,3.281,32.334,7031,7173,50525
1988,25,121866,143295,2822120,2795977,19153,13.578,14675,10.404,476260,167098,309162,5.976,17.034,423416,140922,282494,5.040,15.144,52844,1.890,30.288,10111,10296,71551
1988,26,147056,179481,3198823,3186438,22634,12.767,18251,10.294,515587,195913,319674,6.148,16.181,493885,167217,326668,5.248,15.500,21702,0.681,30.999,12242,12540,85626
1988,27,79644,95858,1708439,1684453,11958,12.621,9734,10.274,290399,110125,180274,6.538,17.240,242998,87363,155635,5.186,14.426,47401,2.814,28.852,6743,6872,48256
1988,28,39172,47199,701952,691361,6119,13.020,5713,12.156,123285,51544,71741,7.455,17.832,101932,39002,62930,5.641,14.744,21353,3.089,29.487,3910,3964,22967
1988,29,93097,112966,1872065,1856630,14881,13.316,12453,11.143,315744,115684,200060,6.231,17.006,284246,101060,183186,5.443,15.310,31498,1.697,30.620,8692,8833,51893
1988,30,19091,21928,205931,206404,2793,12.767,2689,12.292,37859,14855,23004,7.197,18.342,38864,15502,23362,7.511,18.829,-1005,-0.487,36.684,1864,1880,9004
1988,31,32932,38820,539913,528252,4338,11.273,3662,9.516,92144,31816,60328,6.023,17.443,68942,24841,44101,4.702,13.051,23202,4.392,26.102,2562,2598,13849
1988,32,21155,24737,469616,457711,4311,17.859,3115,12.904,111952,40942,71010,8.945,24.459,88769,37237,51532,8.135,19.394,23183,5.065,38.788,2167,2190,17294
1988,33,26844,30468,467882,457955,4895,16.433,3534,11.864,90949,34356,56593,7.502,19.860,71048,26127,44921,5.705,15.514,19901,4.346,31.028,2616,2637,15967
1988,34,162771,187073,3178275,3158883,25597,13.891,19992,10.849,558735,206613,352122,6.541,17.688,520508,168159,352349,5.323,16.478,38227,1.210,32.955,14412,14572,86272
1988,35,26510,31391,397620,395233,4567,14.632,4208,13.482,79703,31439,48264,7.955,20.166,74866,30236,44630,7.650,18.942,4837,1.224,37.885,2904,2957,18568
1988,36,352610,403294,6872280,6844491,52930,13.248,45414,11.367,1170979,387065,783914,5.655,17.108,1112461,357990,754471,5.230,16.253,58518,0.855,32.507,33706,34088,196579
1988,37,115456,143297,2548193,2491904,19987,14.199,14913,10.595,452592,180782,271810,7.255,18.163,338707,116359,222348,4.669,13.592,113885,4.570,27.185,10066,10260,59292
1988,38,14633,16952,186501,183685,1873,11.106,1699,10.074,30123,11782,18341,6.414,16.399,24516,9094,15422,4.951,13.347,5607,3.053,26.694,1116,1130,4997
1988,39,173355,219017,4007865,3952584,26007,12.008,21145,9.763,674038,257667,416371,6.519,17.053,565644,200744,364900,5.079,14.311,108394,2.742,28.621,13886,14362,107816
1988,40,55486,66940,889152,882255,8771,13.068,9126,13.597,172246,67723,104523,7.676,19.523,158938,68211,90727,7.731,18.015,13308,1.508,36.030,6454,6652,41092
1988,41,58555,69209,931988,910984,9768,14.265,8302,12.124,189460,70473,118987,7.736,20.797,146784,61852,84932,6.790,16.113,42676,4.685,32.225,5837,5967,35971
1988,42,201481,245876,4382278,4333276,29971,12.362,23115,9.534,723803,256563,467240,5.921,16.703,626032,225032,401000,5.193,14.447,97771,2.256,28.894,15922,16300,124520
1988,44,21961,24429,404008,400360,3351,13.930,2606,10.833,67688,24587,43101,6.141,16.907,59758,21582,38176,5.391,14.926,7930,1.981,29.852,1875,1893,11521
1988,45,56654,69570,1197921,1164924,9845,14.390,7532,11.010,235082,96151,138931,8.254,20.180,168430,66197,102233,5.683,14.458,66652,5.722,28.917,5264,5370,31109
1988,46,15326,17493,201116,198142,1957,11.266,1713,9.861,33373,13159,20214,6.641,16.843,27401,10426,16975,5.262,13.829,5972,3.014,27.658,1178,1203,6146
1988,47,80427,99346,1781346,1741251,14148,14.457,11176,11.420,356554,151054,205500,8.675,20.477,277204,108788,168416,6.248,15.920,79350,4.557,31.840,7585,7717,51603
1988,48,275464,351628,5513023,5481816,50470,14.335,51352,14.586,1132053,473230,658823,8.633,20.651,1069757,420488,649269,7.671,19.515,62296,1.136,39.029,35738,36801,227196
1988,49,26360,31840,513820,506654,4777,15.099,4373,13.822,107648,48779,58869,9.628,21.247,93222,41238,51984,8.139,18.400,14426,2.847,36.799,3009,3163,24655
1988,50,15167,16899,211242,208969,2496,15.106,1744,10.555,37443,15498,21945,7.416,17.918,33015,11977,21038,5.731,15.799,4428,2.119,31.598,1271,1284,7238
1988,51,102468,128392,2209346,2161932,18686,14.872,13193,10.500,416798,168845,247953,7.810,19.279,322665,113292,209373,5.240,14.925,94133,4.354,29.850,8980,9148,55218
1988,53,91515,109044,1518445,1486989,16075,14.953,13000,12.092,315939,111520,204419,7.500,21.247,253099,99803,153296,6.712,17.021,62840,4.226,34.042,8673,8884,51556
1988,54,28000,33504,465137,461785,4217,12.730,3463,10.454,77752,30796,46956,6.669,16.837,70716,24928,45788,5.398,15.314,7036,1.524,30.627,2384,2426,14160
1988,55,89468,106439,1828002,1788829,12002,11.394,9801,9.304,299187,107838,191349,6.028,16.725,221405,78704,142701,4.400,12.377,77782,4.348,24.754,6791,6908,42850
1988,56,11121,12784,123681,123948,1637,12.823,1601,12.541,23169,8835,14334,7.128,18.693,23694,10010,13684,8.076,19.116,-525,-0.424,37.385,1051,1064,5446
1989,01,63369,78414,1303017,1267717,10530,13.582,8755,11.293,238253,90994,147259,7.178,18.794,167999,59999,108000,4.733,13.252,70254,5.542,26.504,6194,6328,36238
1989,02,10319,12300,145195,141155,1946,16.092,1532,12.668,32287,12440,19847,8.813,22.874,24337,8721,15616,6.178,17.241,7950,5.632,34.483,1036,1058,5011
1989,04,62717,77554,1230963,1212497,12060,15.651,11061,14.355,256305,102797,153508,8.478,21.139,219559,88837,130722,7.327,18.108,36746,3.031,36.216,7697,7869,52385
1989,05,40533,47912,724379,713263,6025,12.670,5311,11.168,123011,46192,76819,6.476,17.246,101087,40125,60962,5.626,14.172,21924,3.074,28.345,3933,4012,25290
1989,06,528215,643670,10801203,10592762,94356,14.845,78203,12.304,2146287,772010,1374277,7.288,20.262,1733795,632900,1100895,5.975,16.368,412492,3.894,32.735,54447,55794,367276
1989,08,70857,84793,1229787,1215605,12111,14.330,11556,13.673,231159,88062,143097,7.244,19.016,202906,89236,113670,7.341,16.692,28253,2.324,33.384,8010,8250,51403
1989,09,72982,84511,1516546,1526311,10732,12.812,9237,11.027,231477,86626,144851,5.676,15.166,250227,105231,144996,6.894,16.394,-18750,-1.228,30.332,6681,6762,39428
1989,10,13588,15920,305985,300979,2337,15.044,1566,10.081,52736,19982,32754,6.639,17.521,42538,12383,30155,4.114,14.133,10198,3.388,28.266,1062,1088,7065
1989,11,14498,17531,390546,385716,2243,12.900,1957,11.255,64943,20599,44344,5.340,16.837,55354,23264,32090,6.031,14.351,9589,2.486,28.702,1292,1300,10653
1989,12,258849,315495,4535623,4440598,50891,16.368,41745,13.426,954570,377730,576840,8.506,21.496,768527,315988,452539,7.116,17.307,186043,4.190,34.614,30160,30878,200423
1989,13,111732,140427,2493392,2451423,20659,14.915,16831,12.151,489814,195712,294102,7.984,19.981,408041,146764,261277,5.987,16.645,81773,3.336,33.290,11568,11838,79394
1989,15,20944,25818,409046,396609,3324,13.052,2622,10.296,75190,29113,46077,7.340,18.958,50146,19156,30990,4.830,12.644,25044,6.315,25.287,1871,1901,12180
1989,16,19397,22912,292418,281018,3003,13.246,2520,11.116,61316,23670,37646,8.423,21.819,38381,14892,23489,5.299,13.658,22935,8.161,27.316,1714,1757,9745
1989,17,198788,239816,4509534,4438690,28931,12.186,24133,10.165,743362,272957,470405,6.149,16.747,602393,208041,394352,4.687,13.571,140969,3.176,27.143,16412,16863,108697
1989,18,93408,115390,2106843,2056541,13615,11.942,10858,9.524,343044,119239,223805,5.798,16.681,243318,88216,155102,4.290,11.831,99726,4.849,23.663,7715,7919,50393
1989,19,54334,65922,990036,961853,6676,10.186,5908,9.015,162169,60819,101350,6.323,16.860,107225,40804,66421,4.242,11.148,54944,5.712,22.296,4208,4297,25576
1989,20,50231,60259,868257,843159,6985,11.632,6564,10.931,167315,75500,91815,8.954,19.844,116429,43758,72671,5.190,13.809,50886,6.035,27.617,4761,4859,27038
1989,21,59027,71264,1148109,1122841,8999,12.767,7441,10.557,197588,68964,128624,6.142,17.597,147375,57393,89982,5.111,13.125,50213,4.472,26.250,5363,5458,32218
1989,22,65234,80308,1219660,1203763,9366,11.610,10099,12.518,223047,78497,144550,6.521,18.529,191914,77574,114340,6.444,15.943,31133,2.586,31.886,6992,7187,47847
1989,23,26833,30958,435334,425339,4445,14.602,3412,11.208,79127,29503,49624,6.936,18.603,59482,23371,36111,5.495,13.985,19645,4.619,27.969,2555,2612,14437
1989,24,82579,101086,1794408,1771509,13789,13.869,10463,10.524,320688,121264,199424,6.845,18.103,274705,98346,176359,5.552,15.507,45983,2.596,31.014,7189,7319,53439
1989,25,123371,145886,2875261,2848872,17966,12.423,15423,10.665,486061,171922,314139,6.035,17.062,435230,142131,293099,4.989,15.277,50831,1.784,30.555,11320,11491,78944
1989,26,151008,184963,3336708,3269684,22934,12.584,17505,9.605,547559,178205,369354,5.450,16.747,414165,141938,272227,4.341,12.667,133394,4.080,25.334,12335,12718,76632
1989,27,81151,98019,1772415,1738884,11693,12.060,9575,9.875,292292,99090,193202,5.698,16.809,225712,89496,136216,5.147,12.980,66580,3.829,25.961,6580,6750,45380
1989,28,39505,47874,717764,710020,6087,12.805,5413,11.387,116466,43268,73198,6.094,16.403,101117,36772,64345,5.179,14.241,15349,2.162,28.483,3809,3875,21633
1989,29,95091,115673,1938574,1905041,14791,12.934,12159,10.632,332335,108874,223461,5.715,17.445,267488,95486,172002,5.012,14.041,64847,3.404,28.082,8586,8816,57449
1989,30,19125,21999,212650,209338,2627,11.957,2568,11.689,37270,12497,24773,5.970,17.804,30622,12007,18615,5.736,14.628,6648,3.176,29.256,1789,1803,7854
1989,31,33259,39383,564621,552274,4358,11.143,3811,9.744,95849,35432,60417,6.416,17.355,71254,29512,41742,5.344,12.902,24595,4.453,25.804,2634,2706,16746
1989,32,22339,26154,508387,488800,4431,17.411,3022,11.874,116219,38548,77671,7.886,23.776,77478,31990,45488,6.545,15.851,38741,7.926,31.701,2090,2134,18376
1989,33,27145,30958,472868,470891,4329,14.091,3855,12.548,77926,30108,47818,6.394,16.549,74200,26026,48174,5.527,15.757,3726,0.791,31.515,2991,3026,16893
1989,34,164968,190179,3247547,3216248,24195,12.825,21154,11.213,567437,201593,365844,6.268,17.643,504692,166442,338250,5.175,15.692,62745,1.951,31.384,15340,15564,89924
1989,35,26831,31942,405874,401721,4547,14.354,4018,12.684,76776,30336,46440,7.552,19.112,68276,26570,41706,6.614,16.996,8500,2.116,33.992,2804,2869,16208
1989,36,356828,409418,6953085,6911866,52572,12.936,46567,11.458,1118191,390769,727422,5.654,16.178,1037966,367936,670030,5.323,15.017,80225,1.161,30.034,34602,35205,207362
1989,37,118684,147369,2625141,2587386,19291,13.270,15298,10.523,423225,159708,263517,6.173,16.357,350276,121900,228376,4.711,13.538,72949,2.819,27.076,10319,10564,61037
1989,38,14707,17105,190353,188401,1747,10.258,1598,9.383,28551,11005,17546,5.841,15.154,24876,8859,16017,4.702,13.204,3675,1.951,26.408,1157,1165,4996
1989,39,176448,223628,4160238,4092376,25656,11.589,21183,9.568,682611,251835,430776,6.154,16.680,545410,202285,343125,4.943,13.327,137201,3.353,26.655,14197,14739,98222
1989,40,55596,67216,915657,902698,8577,12.784,8324,12.407,163831,59855,103976,6.631,18.149,138242,55916,82326,6.194,15.314,25589,2.835,30.629,5911,6022,32909
1989,41,60098,71249,977160,954446,9884,14.072,7868,11.201,193307,68150,125157,7.140,20.253,147134,63028,84106,6.604,15.416,46173,4.838,30.831,5597,5738,32113
1989,42,205979,251714,4499713,4444055,28912,11.618,23196,9.321,696540,235511,461029,5.299,15.674,586035,213314,372721,4.800,13.187,110505,2.487,26.374,16100,16535,108493
1989,44,22392,24985,402411,403549,3249,13.141,2726,11.026,63758,24092,39666,5.970,15.799,66298,25979,40319,6.438,16.429,-2540,-0.629,31.599,2099,2115,16235
1989,45,57990,71419,1243030,1218891,9473,13.435,7658,10.861,211022,76864,134158,6.306,17.313,163359,58686,104673,4.815,13.402,47663,3.910,26.805,5316,5407,31333
1989,46,15538,17812,209349,205177,1942,11.000,1626,9.210,33314,9448,23866,4.605,16.237,24944,9621,15323,4.689,12.157,8370,4.079,24.315,1170,1182,5457
1989,47,82200,102213,1830854,1807133,13911,13.800,11091,11.003,322359,121820,200539,6.741,17.838,273177,107881,165296,5.970,15.117,49182,2.722,30.233,7720,7957,57102
1989,48,275345,352352,5650433,5576236,48432,13.757,47830,13.586,1114608,434710,679898,7.796,19.989,970290,407729,562561,7.312,17.400,144318,2.588,34.801,32780,34122,233860
1989,49,26562,32189,543706,528411,4539,14.175,4205,13.132,116201,45147,71054,8.544,21.991,86027,35486,50541,6.716,16.280,30174,5.710,32.561,2887,2959,20295
1989,50,15739,17573,220453,215810,2481,14.388,1822,10.566,35159,12603,22556,5.840,16.292,26004,9704,16300,4.497,12.049,9155,4.242,24.099,1406,1422,7172
1989,51,105559,133131,2296382,2256165,18660,14.268,13966,10.679,401749,156907,244842,6.955,17.807,322769,118854,203915,5.268,14.306,78980,3.501,28.612,9672,9939,57747
1989,53,94030,112443,1628361,1574799,16207,14.632,12856,11.606,333414,119107,214307,7.563,21.172,225133,82943,142190,5.267,14.296,108281,6.876,28.592,8852,9003,51556
1989,54,28339,34032,474715,470272,3956,11.712,3449,10.211,74441,29534,44907,6.280,15.829,65738,23761,41977,5.053,13.979,8703,1.851,27.957,2468,2511,14124
1989,55,91006,108785,1902274,1864518,12110,11.252,9796,9.102,290867,89914,200953,4.822,15.600,214863,73204,141659,3.926,11.524,76004,4.076,23.048,6839,7032,39134
1989,56,11162,12838,126787,125609,1578,12.316,1527,11.918,22565,7773,14792,6.188,17.965,20191,7605,12586,6.055,16.075,2374,1.890,32.149,1027,1038,4684
1990,01,64305,79776,1356147,1331096,9986,12.625,8628,10.908,225819,74954,150865,5.631,16.965,175537,58942,116595,4.428,13.187,50282,3.777,26.375,6319,6458,39434
1990,02,10612,12664,158120,151828,1871,14.991,1504,12.051,35438,10857,24581,7.151,23.341,22841,9404,13437,6.194,15.044,12597,8.297,30.088,1047,1082,6707
1990,04,63628,78756,1256814,1243599,11753,15.037,10564,13.516,245602,99481,146121,7.999,19.749,220112,77570,142542,6.238,17.700,25490,2.050,35.399,7471,7680,47971
1990,05,41360,48995,747870,735619,6163,12.718,5088,10.500,122728,44634,78094,6.068,16.684,97776,32473,65303,4.414,13.292,24952,3.392,26.583,3785,3843,21581
1990,06,541644,660984,11262202,11052832,94188,14.438,76972,11.799,2172358,784039,1388319,7.094,19.654,1754353,637015,1117338,5.763,15.872,418005,3.782,31.745,55117,56398,383728
1990,08,72371,86577,1270684,1250466,11992,13.995,10210,11.916,234479,91891,142588,7.349,18.751,194107,75433,118674,6.032,15.523,40372,3.229,31.046,7244,7404,44790
1990,09,72301,84185,1488364,1502217,9310,11.037,9641,11.430,208275,72512,135763,4.827,13.865,236665,84216,152449,5.606,15.754,-28390,-1.890,27.729,7078,7187,41206
1990,10,14078,16538,315905,311942,2255,13.889,1651,10.169,48552,15232,33320,4.883,15.564,40461,13422,27039,4.303,12.971,8091,2.594,25.941,1156,1166,6859
1990,11,14270,17381,400390,399077,2007,11.496,2162,12.384,57942,20457,37485,5.126,14.519,55452,18226,37226,4.567,13.895,2490,0.624,27.790,1485,1506,9657
1990,12,265749,324743,4667814,4614052,50885,15.895,41678,13.019,907405,372837,534568,8.080,19.666,797307,296306,501001,6.422,17.280,110098,2.386,34.560,31330,32078,194548
1990,13,113388,143022,2553084,2523174,19444,13.719,16853,11.891,455305,167688,287617,6.646,18.045,396499,140201,256298,5.557,15.714,58806,2.331,31.429,11878,12169,77053
1990,15,21582,26655,431219,419748,3415,13.015,2582,9.841,76417,29824,46593,7.105,18.205,52840,20238,32602,4.821,12.589,23577,5.617,25.177,1788,1836,11656
1990,16,20477,24101,308020,300283,3404,14.480,2217,9.431,57840,19816,38024,6.599,19.262,42720,14359,28361,4.782,14.227,15120,5.035,28.453,1579,1605,9383
1990,17,202697,244895,4643195,4586634,27988,11.547,22984,9.482,695991,236323,459668,5.152,15.174,583280,190345,392935,4.150,12.717,112711,2.457,25.434,16307,16624,104146
1990,18,95144,117944,2153144,2131289,13302,11.400,10774,9.234,309298,105878,203420,4.968,14.512,265289,81112,184177,3.806,12.447,44009,2.065,24.895,7808,7996,48652
1990,19,55074,67049,1021934,1006219,6659,10.014,5559,8.360,144672,46483,98189,4.620,14.378,112809,33777,79032,3.357,11.211,31863,3.167,22.422,4077,4179,23065
1990,20,50164,60336,893914,881358,6581,10.913,6520,10.812,137917,47309,90608,5.368,15.648,113502,40334,73168,4.576,12.878,24415,2.770,25.756,4737,4844,24793
1990,21,59909,72511,1189344,1170826,8684,12.079,7443,10.353,191295,69512,121783,5.937,16.338,153947,52360,101587,4.472,13.149,37348,3.190,26.297,5477,5571,31876
1990,22,65683,81042,1276661,1247877,9578,11.870,8870,10.993,232962,80424,152538,6.445,18.669,175393,65267,110126,5.230,14.055,57569,4.613,28.111,6340,6489,41725
1990,23,26367,30578,422027,428400,3482,11.315,3870,12.576,60368,24333,36035,5.680,14.092,73216,23201,50015,5.416,17.091,-12848,-2.999,28.183,2953,2997,16584
1990,24,84690,103927,1838386,1816494,13300,12.975,10463,10.207,313551,109361,204190,6.020,17.261,270799,90757,180042,4.996,14.908,42752,2.354,29.816,7376,7525,53427
1990,25,120470,143629,2781435,2835252,15100,10.430,17388,12.011,367228,130401,236827,4.599,12.952,475458,140236,335222,4.946,16.770,-108230,-3.817,25.904,12878,13105,81307
1990,26,153829,188999,3390319,3365968,21866,11.693,17879,9.561,515130,193137,321993,5.738,15.304,466871,137147,329724,4.075,13.870,48259,1.434,27.741,12891,13253,78122
1990,27,82883,100094,1827772,1801637,11351,11.458,9292,9.380,277105,89542,187563,4.970,15.381,223977,77347,146630,4.293,12.432,53128,2.949,24.864,6529,6670,42580
1990,28,39987,48503,738688,728208,5993,12.436,5371,11.145,116177,41916,74261,5.756,15.954,95961,33672,62289,4.624,13.178,20216,2.776,26.355,3900,3986,20838
1990,29,96697,117574,1986255,1962693,14029,12.028,12159,10.424,307784,108990,198794,5.553,15.682,260211,84778,175433,4.319,13.258,47573,2.424,26.516,8601,8822,51177
1990,30,19520,22429,223353,218296,2590,11.655,2178,9.801,38162,11986,26176,5.491,17.482,28052,9886,18166,4.529,12.850,10110,4.631,25.701,1562,1579,6383
1990,31,33607,39877,588268,576410,4059,10.242,3569,9.005,87768,31436,56332,5.454,15.227,64181,20154,44027,3.496,11.135,23587,4.092,22.269,2534,2578,13480
