year,sector,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1993,56,c) 2,19200,19528,239397,246070,801,3.758,4375,20.525,74851,7014,67837,2.850,30.419,87365,42406,44959,17.233,35.504,-12514,-5.086,60.837,3626,3648,38021
1993,56,d) 3,17631,18067,273387,267062,823,4.259,3335,17.259,82456,5868,76588,2.197,30.875,69714,28213,41501,10.564,26.104,12742,4.771,52.208,2744,2758,24776
1993,56,e) 4,15500,16160,250540,253299,729,4.274,2525,14.802,61912,6572,55340,2.595,24.442,67264,27868,39396,11.002,26.555,-5352,-2.113,48.885,2030,2042,19693
1993,56,f) 5,13375,13949,215777,217130,599,4.074,2104,14.311,52001,8071,43930,3.717,23.949,54217,20634,33583,9.503,24.970,-2216,-1.021,47.899,1655,1670,16040
1993,56,g) 6 to 10,45047,48252,846535,846557,1897,3.791,5464,10.920,182514,23235,159279,2.745,21.560,182461,59970,122491,7.084,21.553,53,0.006,43.107,4229,4296,44163
1993,56,h) 11 to 15,23069,25830,525918,522207,884,3.318,2514,9.435,101317,12395,88922,2.374,19.402,93235,26902,66333,5.152,17.854,8082,1.548,35.708,1663,1840,16981
1993,56,i) 16 to 20,3612,4298,109400,107923,174,3.955,378,8.591,26442,8564,17878,7.935,24.501,22769,8133,14636,7.536,21.097,3673,3.403,42.195,230,257,6356
1993,56,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,56,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,56,l) Left Censored,27993,50698,2132968,2075247,3093,6.012,4585,8.913,440708,101125,339583,4.873,21.236,326482,88967,237515,4.287,15.732,114226,5.504,31.464,1547,1669,20719
1993,61,a) 0,4555,4580,27675,13838,4580,200.000,X,X,27675,27675,X,200.000,200.000,X,X,X,X,X,27675,200.000,X,X,X,X
1993,61,b) 1,3254,3318,24644,23852,7,0.185,952,25.115,7658,70,7588,0.293,32.107,5990,3257,2733,13.655,25.114,1668,6.993,50.227,777,777,2830
1993,61,c) 2,2750,2793,21335,21986,114,3.817,502,16.806,4361,407,3954,1.851,19.836,5513,2571,2942,11.694,25.076,-1152,-5.240,39.672,403,404,2278
1993,61,d) 3,2374,2471,23746,23862,85,3.228,410,15.569,4588,325,4263,1.362,19.227,4857,2125,2732,8.905,20.355,-269,-1.127,38.454,288,294,1415
1993,61,e) 4,2020,2145,24386,24246,75,3.350,263,11.746,4040,278,3762,1.147,16.663,3829,1483,2346,6.117,15.793,211,0.870,31.585,219,219,1284
1993,61,f) 5,1829,1939,35674,31256,75,3.753,194,9.707,12115,7846,4269,25.103,38.761,2913,857,2056,2.742,9.320,9202,29.441,18.640,146,146,665
1993,61,g) 6 to 10,6731,7224,113612,113029,225,3.022,668,8.972,16155,1562,14593,1.382,14.293,15287,6579,8708,5.821,13.525,868,0.768,27.050,466,504,5479
1993,61,h) 11 to 15,4278,4653,84300,84113,133,2.803,317,6.681,9853,931,8922,1.107,11.714,9636,2151,7485,2.557,11.456,217,0.258,22.912,217,227,1501
1993,61,i) 16 to 20,760,902,28172,28259,20,2.176,54,5.876,2087,235,1852,0.832,7.385,2290,294,1996,1.040,8.104,-203,-0.718,14.771,37,37,177
1993,61,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,61,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,61,l) Left Censored,14689,18512,1633389,1614816,477,2.556,781,4.185,130882,10340,120542,0.640,8.105,93544,12588,80956,0.780,5.793,37338,2.312,11.586,342,370,6237
1993,62,a) 0,33735,34216,222823,111412,34216,200.000,X,X,222823,222823,X,200.000,200.000,X,X,X,X,X,222823,200.000,X,X,X,X
1993,62,b) 1,27706,28593,271537,259544,214,0.689,5103,16.441,68259,3212,65047,1.238,26.300,43106,25649,17457,9.882,16.608,25153,9.691,33.217,4173,4186,22123
1993,62,c) 2,25207,26134,229290,225080,688,2.518,3074,11.249,49435,4361,45074,1.938,21.963,40747,18395,22352,8.173,18.103,8688,3.860,36.207,2506,2529,16271
1993,62,d) 3,23631,24811,223281,223149,729,2.839,2463,9.592,38073,5342,32731,2.394,17.062,37624,16120,21504,7.224,16.861,449,0.201,33.721,1974,1989,12622
1993,62,e) 4,22120,23423,254224,252938,585,2.419,2113,8.736,37336,3897,33439,1.541,14.761,34812,14417,20395,5.700,13.763,2524,0.998,27.526,1734,1756,11474
1993,62,f) 5,20682,22195,309694,310032,547,2.401,1722,7.558,38515,5217,33298,1.683,12.423,38818,15537,23281,5.011,12.521,-303,-0.098,24.846,1387,1401,9792
1993,62,g) 6 to 10,95635,105932,1894468,1876867,2712,2.514,6609,6.126,203867,30424,173443,1.621,10.862,168231,60237,107994,3.209,8.963,35636,1.899,17.927,4874,5022,41730
1993,62,h) 11 to 15,78981,89651,1173344,1165791,2105,2.318,4402,4.848,141796,32501,109295,2.788,12.163,128000,31663,96337,2.716,10.980,13796,1.183,21.959,3081,3181,16575
1993,62,i) 16 to 20,13030,15841,249822,247545,400,2.495,784,4.890,29643,6896,22747,2.786,11.975,25135,8432,16703,3.406,10.154,4508,1.821,20.307,479,495,2933
1993,62,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,62,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,62,l) Left Censored,133687,186398,6869880,6822172,5613,2.971,10642,5.633,649582,103343,546239,1.515,9.522,556889,157398,399491,2.307,8.163,92693,1.359,16.326,6331,6586,49179
1993,71,a) 0,7835,7901,66646,33323,7901,200.000,X,X,66646,66646,X,200.000,200.000,X,X,X,X,X,66646,200.000,X,X,X,X
1993,71,b) 1,5482,5554,57489,57034,17,0.261,1917,29.474,18719,335,18384,0.587,32.821,17681,8990,8691,15.763,31.001,1038,1.820,62.002,1539,1543,7486
1993,71,c) 2,4609,4695,51261,52102,192,3.788,938,18.508,12292,2620,9672,5.029,23.592,13998,7005,6993,13.445,26.867,-1706,-3.274,47.184,761,763,5933
1993,71,d) 3,4135,4214,47250,48603,169,3.748,758,16.813,9235,1197,8038,2.463,19.001,11887,4391,7496,9.035,24.458,-2652,-5.457,38.002,590,600,3435
1993,71,e) 4,3552,3606,41863,41295,175,4.606,562,14.791,9225,3214,6011,7.783,22.339,8128,3023,5105,7.320,19.683,1097,2.656,39.366,448,450,2345
1993,71,f) 5,3258,3389,43842,44904,156,4.401,467,13.175,7054,519,6535,1.156,15.709,9078,3778,5300,8.414,20.217,-2024,-4.507,31.418,361,362,2973
1993,71,g) 6 to 10,11406,12243,158393,160030,473,3.729,1354,10.675,27374,2455,24919,1.534,17.106,30627,9287,21340,5.803,19.138,-3253,-2.033,34.211,962,977,6377
1993,71,h) 11 to 15,7161,7708,116633,118479,320,4.062,658,8.353,18479,3186,15293,2.689,15.597,22050,5131,16919,4.331,18.611,-3571,-3.014,31.194,446,447,2878
1993,71,i) 16 to 20,1337,1654,24430,24908,53,3.135,126,7.453,3988,604,3384,2.425,16.011,4876,2212,2664,8.881,19.576,-888,-3.565,32.022,61,78,1394
1993,71,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,71,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,71,l) Left Censored,17055,20068,602036,598283,445,2.193,886,4.367,72408,8475,63933,1.417,12.103,64743,9275,55468,1.550,10.821,7665,1.281,21.643,493,502,4359
1993,72,a) 0,43930,44743,461462,230731,44743,200.000,X,X,461462,461462,X,200.000,200.000,X,X,X,X,X,461462,200.000,X,X,X,X
1993,72,b) 1,31999,33400,414443,441856,245,0.633,10868,28.074,88454,5701,82753,1.290,20.019,143583,79673,63910,18.031,32.495,-55129,-12.477,40.037,9442,9474,70819
1993,72,c) 2,27375,28774,371557,392805,1031,3.307,5831,18.705,62736,10788,51948,2.746,15.971,105147,55544,49603,14.140,26.768,-42411,-10.797,31.943,4919,5008,48408
1993,72,d) 3,24278,26250,353094,364901,1052,3.760,4510,16.119,59846,13411,46435,3.675,16.401,83220,40239,42981,11.027,22.806,-23374,-6.406,32.801,3749,3819,35127
1993,72,e) 4,21300,23451,340686,351117,1043,4.237,3378,13.721,53058,13015,40043,3.707,15.111,74003,32342,41661,9.211,21.076,-20945,-5.965,30.222,2717,2817,27745
1993,72,f) 5,18449,20724,307449,319229,812,3.729,2912,13.374,44843,8761,36082,2.744,14.047,68782,30369,38413,9.513,21.546,-23939,-7.499,28.095,2267,2389,24646
1993,72,g) 6 to 10,66757,78507,1306354,1338847,3007,3.700,8530,10.496,181462,42097,139365,3.144,13.554,246676,92133,154543,6.882,18.425,-65214,-4.871,27.107,6252,6519,65617
1993,72,h) 11 to 15,36696,47656,895719,904806,1599,3.266,4218,8.614,114464,29897,84567,3.304,12.651,133389,45547,87842,5.034,14.742,-18925,-2.092,25.301,2848,2986,28540
1993,72,i) 16 to 20,7096,9892,189816,192278,308,3.025,890,8.740,23172,5382,17790,2.799,12.051,28000,10428,17572,5.423,14.562,-4828,-2.511,24.103,497,616,6021
1993,72,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,72,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,72,l) Left Censored,59975,130081,3592762,3640234,5646,4.238,11929,8.954,454295,147871,306424,4.062,12.480,548386,189373,359013,5.202,15.065,-94091,-2.585,24.960,3714,3990,39091
1993,81,a) 0,45042,45277,155762,77881,45277,200.000,X,X,155762,155762,X,200.000,200.000,X,X,X,X,X,155762,200.000,X,X,X,X
1993,81,b) 1,35098,35722,153258,156256,112,0.274,10409,25.468,41726,1079,40647,0.691,26.704,46683,29276,17407,18.736,29.876,-4957,-3.172,53.407,8316,8352,24330
1993,81,c) 2,31055,31688,144300,147142,1208,3.564,5629,16.605,31427,3798,27629,2.581,21.358,36821,17513,19308,11.902,25.024,-5394,-3.666,42.717,4483,4495,14510
1993,81,d) 3,29658,30533,149221,151564,1121,3.490,4302,13.392,28501,3578,24923,2.361,18.805,33255,14241,19014,9.396,21.941,-4754,-3.137,37.609,3398,3416,11815
1993,81,e) 4,26719,27594,145887,147553,1025,3.561,3401,11.816,26340,3235,23105,2.192,17.851,29707,12463,17244,8.446,20.133,-3367,-2.282,35.702,2664,2673,10085
1993,81,f) 5,24304,25181,133349,135653,975,3.726,2944,11.251,22357,3589,18768,2.646,16.481,26822,10304,16518,7.596,19.773,-4465,-3.291,32.962,2200,2299,8303
1993,81,g) 6 to 10,128806,134298,718878,724387,3849,2.799,10231,7.441,101813,12345,89468,1.704,14.055,112872,35375,77497,4.883,15.582,-11059,-1.527,28.110,7435,7582,26818
1993,81,h) 11 to 15,63496,68001,464085,466795,1719,2.472,4785,6.882,61582,6780,54802,1.452,13.193,67122,20499,46623,4.391,14.379,-5540,-1.187,26.385,3372,3468,14953
1993,81,i) 16 to 20,12177,13423,96819,97072,364,2.657,916,6.687,12249,1799,10450,1.853,12.619,12868,3700,9168,3.812,13.256,-619,-0.638,25.237,616,655,2669
1993,81,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,81,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1993,81,l) Left Censored,185175,226036,2503196,2510893,4461,1.944,11333,4.939,274146,27302,246844,1.087,10.918,290397,58503,231894,2.330,11.565,-16251,-0.647,21.837,6175,6434,25300
1994,11,a) 0,2651,2651,11403,5702,2651,200.000,X,X,11403,11403,X,200.000,200.000,X,X,X,X,X,11403,200.000,X,X,X,X
1994,11,b) 1,1702,1704,8751,9534,D,D,609,30.336,2308,D,2266,D,24.208,3869,2369,1500,24.848,40.581,-1561,-16.373,48.416,455,455,1882
1994,11,c) 2,1416,1417,8278,8961,75,4.896,305,19.909,2134,410,1724,4.575,23.814,3447,1799,1648,20.076,38.467,-1313,-14.652,47.629,243,243,1565
1994,11,d) 3,1265,1265,7968,8360,66,4.938,209,15.638,1803,211,1592,2.524,21.567,2602,800,1802,9.569,31.124,-799,-9.557,43.134,159,159,600
1994,11,e) 4,1333,1333,10124,10290,72,5.152,201,14.383,2502,278,2224,2.702,24.315,2793,842,1951,8.183,27.143,-291,-2.828,48.630,154,154,681
1994,11,f) 5,1137,1142,8199,8542,68,5.772,140,11.885,1734,244,1490,2.857,20.301,2418,1165,1253,13.639,28.309,-684,-8.008,40.602,101,101,728
1994,11,g) 6 to 10,4205,4244,33090,34086,199,4.541,475,10.840,6139,752,5387,2.206,18.010,8086,2341,5745,6.868,23.722,-1947,-5.712,36.021,348,348,1760
1994,11,h) 11 to 15,2495,2505,20872,21631,80,3.069,284,10.894,3301,188,3113,0.869,15.261,4756,1087,3669,5.025,21.987,-1455,-6.727,30.522,214,214,860
1994,11,i) 16 to 20,1040,1046,7850,8022,42,3.902,103,9.568,1308,139,1169,1.733,16.305,1663,372,1291,4.637,20.730,-355,-4.425,32.610,72,72,292
1994,11,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,11,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,11,l) Left Censored,4147,4609,71622,71693,128,2.709,361,7.639,12075,1570,10505,2.190,16.843,11978,2979,8999,4.155,16.707,97,0.135,33.415,249,249,1287
1994,21,a) 0,1408,1414,11431,5716,1414,200.000,X,X,11431,11431,X,200.000,200.000,X,X,X,X,X,11431,200.000,X,X,X,X
1994,21,b) 1,1134,1151,9662,10094,3,0.225,367,27.532,2773,20,2753,0.198,27.473,3682,2318,1364,22.965,36.479,-909,-9.006,54.946,316,316,2104
1994,21,c) 2,963,992,13315,12824,44,4.031,243,22.263,3650,335,3315,2.612,28.462,2726,1453,1273,11.330,21.257,924,7.205,42.514,205,205,1312
1994,21,d) 3,1012,1018,8638,9113,44,4.093,158,14.698,1378,169,1209,1.855,15.122,2335,1092,1243,11.984,25.624,-957,-10.502,30.244,133,133,884
1994,21,e) 4,922,944,9258,9766,42,4.194,157,15.676,1843,408,1435,4.178,18.872,2919,1050,1869,10.752,29.889,-1076,-11.018,37.743,130,130,892
1994,21,f) 5,784,826,12129,13125,34,3.901,125,14.343,1530,260,1270,1.981,11.657,3579,1519,2060,11.573,27.269,-2049,-15.611,23.314,92,92,1055
1994,21,g) 6 to 10,3532,3627,39931,40850,146,3.842,493,12.972,6221,1005,5216,2.460,15.229,7994,3091,4903,7.567,19.569,-1773,-4.340,30.458,398,399,2509
1994,21,h) 11 to 15,3239,3481,47594,49202,161,4.507,343,9.602,8013,2301,5712,4.677,16.286,11202,4174,7028,8.483,22.767,-3189,-6.481,32.572,242,242,1785
1994,21,i) 16 to 20,829,912,14520,14782,33,3.465,114,11.969,2911,578,2333,3.910,19.693,3442,1189,2253,8.044,23.285,-531,-3.592,39.386,81,86,692
1994,21,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,21,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,21,l) Left Censored,5170,9469,323529,323615,614,6.403,856,8.926,47816,13361,34455,4.129,14.776,48031,14256,33775,4.405,14.842,-215,-0.066,29.551,299,312,2175
1994,22,a) 0,371,373,2036,1018,373,200.000,X,X,2036,2036,X,200.000,200.000,X,X,X,X,X,2036,200.000,X,X,X,X
1994,22,b) 1,289,289,1657,1627,0,0.000,84,25.378,530,0,530,0.000,32.585,459,344,115,21.150,28.220,71,4.365,56.440,67,67,308
1994,22,c) 2,242,245,1478,1373,5,1.957,26,10.176,462,25,437,1.821,33.649,255,66,189,4.807,18.572,207,15.076,37.145,19,19,55
1994,22,d) 3,194,199,970,981,8,3.855,25,12.048,152,21,131,2.142,15.502,178,96,82,9.791,18.154,-26,-2.652,31.005,22,22,84
1994,22,e) 4,186,200,1107,1216,10,4.866,21,10.219,148,77,71,6.332,12.171,357,159,198,13.076,29.359,-209,-17.188,24.342,16,16,65
1994,22,f) 5,198,216,1523,1562,7,3.182,15,6.818,246,12,234,0.768,15.749,326,59,267,3.777,20.871,-80,-5.122,31.498,12,12,50
1994,22,g) 6 to 10,804,1002,19951,19949,33,3.229,73,7.143,1415,351,1064,1.759,7.093,1389,524,865,2.627,6.963,26,0.130,13.926,40,50,345
1994,22,h) 11 to 15,487,522,4183,4085,6,1.118,35,6.524,551,246,305,6.022,13.488,374,129,245,3.158,9.155,177,4.333,18.311,23,23,60
1994,22,i) 16 to 20,247,270,2634,2631,D,D,14,5.063,126,D,124,D,4.790,123,46,77,1.749,4.676,3,0.114,9.352,11,11,30
1994,22,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,22,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,22,l) Left Censored,2985,10820,705392,716143,376,3.483,325,3.011,37172,12429,24743,1.736,5.191,58547,6961,51586,0.972,8.175,-21375,-2.985,10.381,54,59,448
1994,23,a) 0,64307,64330,264302,132151,64330,200.000,X,X,264302,264302,X,200.000,200.000,X,X,X,X,X,264302,200.000,X,X,X,X
1994,23,b) 1,44075,44087,238460,239849,D,D,15104,29.249,86077,D,86073,D,35.888,87787,52312,35475,21.810,36.601,-1710,-0.713,71.776,11364,11370,42214
1994,23,c) 2,33857,33869,209393,218981,1694,4.604,7548,20.513,61882,5592,56290,2.554,28.259,80895,36062,44833,16.468,36.942,-19013,-8.683,56.518,5766,5768,30209
1994,23,d) 3,29747,29780,184484,190709,1721,5.434,5505,17.381,50731,4861,45870,2.549,26.601,63075,25726,37349,13.490,33.074,-12344,-6.473,53.203,4167,4168,20943
1994,23,e) 4,31115,31142,200657,204513,1999,6.106,5190,15.853,53470,5429,48041,2.655,26.145,61399,22995,38404,11.244,30.022,-7929,-3.877,52.290,3849,3852,18764
1994,23,f) 5,28145,28182,188101,190957,1690,5.733,4288,14.545,47520,5040,42480,2.639,24.885,52997,19269,33728,10.091,27.753,-5477,-2.868,49.770,3160,3161,15443
1994,23,g) 6 to 10,112156,112527,887325,893011,6266,5.394,13525,11.644,200367,19104,181263,2.139,22.437,211984,61033,150951,6.835,23.738,-11617,-1.301,44.875,9849,9859,47226
1994,23,h) 11 to 15,59410,59915,615803,613062,2453,3.983,5802,9.420,126722,7885,118837,1.286,20.670,121011,28668,92343,4.676,19.739,5711,0.932,39.478,4085,4087,21297
1994,23,i) 16 to 20,24819,24997,240294,240888,1016,3.954,2407,9.368,45338,3057,42281,1.269,18.821,46560,10752,35808,4.463,19.328,-1222,-0.507,37.642,1680,1682,8405
1994,23,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,23,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,23,l) Left Censored,92410,97430,1724927,1731352,2518,2.520,7507,7.513,277163,20623,256540,1.191,16.008,290602,51696,238906,2.986,16.785,-13439,-0.776,32.017,5513,5531,29563
1994,31-33,a) 0,23190,23262,219278,109639,23262,200.000,X,X,219278,219278,X,200.000,200.000,X,X,X,X,X,219278,200.000,X,X,X,X
1994,31-33,b) 1,18162,18206,191921,191336,16,0.077,5055,24.390,57934,452,57482,0.236,30.279,56925,37149,19776,19.416,29.751,1009,0.527,59.503,4194,4201,33487
1994,31-33,c) 2,14876,15026,237148,240716,438,2.699,2837,17.485,48287,5474,42813,2.274,20.060,55355,26976,28379,11.207,22.996,-7068,-2.936,40.119,2386,2391,23659
1994,31-33,d) 3,13494,13595,174561,176794,403,2.795,2046,14.192,34473,2551,31922,1.443,19.499,39192,18706,20486,10.581,22.168,-4719,-2.669,38.998,1731,1748,16728
1994,31-33,e) 4,13102,13267,187053,187833,409,2.928,1810,12.959,36365,3781,32584,2.013,19.360,38140,17362,20778,9.243,20.305,-1775,-0.945,38.721,1501,1504,15038
1994,31-33,f) 5,13008,13187,207073,206999,387,2.813,1528,11.107,36517,4715,31802,2.278,17.641,36427,15763,20664,7.615,17.598,90,0.043,35.195,1292,1299,13588
1994,31-33,g) 6 to 10,54257,55839,1198118,1194883,1375,2.383,5080,8.805,169582,15574,154008,1.303,14.192,163582,60462,103120,5.060,13.690,6000,0.502,27.380,4126,4158,43936
1994,31-33,h) 11 to 15,36595,38340,1003030,995848,705,1.792,2711,6.891,124543,11759,112784,1.181,12.506,110655,32850,77805,3.299,11.112,13888,1.395,22.223,2120,2130,23092
1994,31-33,i) 16 to 20,13415,14500,460396,459970,268,1.805,969,6.525,54880,7921,46959,1.722,11.931,54215,15031,39184,3.268,11.787,665,0.145,23.573,723,742,8387
1994,31-33,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,31-33,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,31-33,l) Left Censored,93960,135471,12185053,12258328,2710,1.970,6949,5.050,967367,168893,798474,1.378,7.892,1113468,284418,829050,2.320,9.083,-146101,-1.192,15.783,3857,3969,60877
1994,42,a) 0,28585,28781,117413,58707,28781,199.993,X,X,117413,117413,X,199.998,199.998,X,X,X,X,X,117412,199.997,X,X,X,X
1994,42,b) 1,21790,21976,114833,116645,73,0.291,6247,24.925,35899,708,35191,0.607,30.776,39017,24832,14185,21.289,33.449,-3118,-2.673,61.553,5185,5187,19772
1994,42,c) 2,18145,18536,117408,119274,586,2.928,3547,17.720,26178,1863,24315,1.562,21.948,29781,14882,14899,12.477,24.969,-3603,-3.021,43.896,2982,2994,13029
1994,42,d) 3,16350,16778,110687,111356,543,3.052,2576,14.476,23589,3003,20586,2.697,21.184,24792,11498,13294,10.325,22.264,-1203,-1.080,42.367,2167,2173,10091
1994,42,e) 4,15262,15746,114210,114963,536,3.237,2162,13.056,22556,3054,19502,2.657,19.620,24031,10444,13587,9.085,20.903,-1475,-1.283,39.241,1800,1824,8920
1994,42,f) 5,14009,14583,113233,113899,491,3.225,1776,11.665,19688,1876,17812,1.647,17.286,21093,7794,13299,6.843,18.519,-1405,-1.234,34.571,1485,1495,6632
1994,42,g) 6 to 10,57031,61422,600704,601414,1806,2.843,6027,9.486,91360,10554,80806,1.755,15.191,92561,31914,60647,5.306,15.391,-1201,-0.200,30.382,4601,4704,24317
1994,42,h) 11 to 15,36465,41336,475106,474291,1194,2.818,3251,7.674,63249,8578,54671,1.809,13.335,61619,20784,40835,4.382,12.992,1630,0.344,25.984,2276,2377,15098
1994,42,i) 16 to 20,12399,14849,191177,191475,494,3.261,1091,7.203,23670,3827,19843,1.999,12.362,24238,7697,16541,4.020,12.659,-568,-0.297,24.724,725,754,4272
1994,42,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,42,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,42,l) Left Censored,79661,147668,3064706,3072812,5813,3.884,9789,6.541,354420,78336,276084,2.549,11.534,370038,115259,254779,3.751,12.042,-15618,-0.508,23.068,3705,4200,35170
1994,44-45,a) 0,65347,66450,290488,145248,66450,199.994,X,X,290488,290488,X,199.995,199.995,X,X,X,X,X,290481,199.990,X,X,X,X
1994,44-45,b) 1,49364,50514,264284,271514,358,0.614,16001,27.429,69412,3753,65659,1.382,25.565,82560,52541,30019,19.351,30.407,-13148,-4.842,51.130,13685,13714,46551
1994,44-45,c) 2,41575,43958,255521,265976,1656,3.478,8972,18.842,50698,6958,43740,2.616,19.061,71040,34301,36739,12.896,26.709,-20342,-7.648,38.122,7414,7539,29654
1994,44-45,d) 3,36958,39095,241870,248962,1494,3.571,6977,16.677,43962,6931,37031,2.784,17.658,57911,27167,30744,10.912,23.261,-13949,-5.603,35.316,5762,5861,23199
1994,44-45,e) 4,35083,37376,238362,243942,1404,3.561,5506,13.965,39890,6241,33649,2.558,16.352,51211,21755,29456,8.918,20.993,-11321,-4.641,32.704,4552,4608,18530
1994,44-45,f) 5,32516,35334,242427,247813,1326,3.562,5121,13.754,38497,6893,31604,2.782,15.535,49265,20773,28492,8.383,19.880,-10768,-4.345,31.069,4108,4227,17064
1994,44-45,g) 6 to 10,132695,152804,1233108,1244980,6032,3.810,17070,10.782,186364,44434,141930,3.569,14.969,210231,79524,130707,6.388,16.886,-23867,-1.917,29.938,12795,13347,59921
1994,44-45,h) 11 to 15,81695,100116,925903,932611,3310,3.215,8970,8.713,126256,35184,91072,3.773,13.538,140557,50253,90304,5.388,15.071,-14301,-1.533,27.076,6197,6593,31283
1994,44-45,i) 16 to 20,31008,43724,428897,428590,1577,3.528,3538,7.914,59457,17811,41646,4.156,13.873,58345,19011,39334,4.436,13.613,1112,0.259,27.227,2161,2363,10348
1994,44-45,j) 21 to 25,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,44-45,k) 26+,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1994,44-45,l) Left Censored,186756,481442,8938863,8844619,22037,4.529,32276,6.633,1144468,422455,722013,4.776,12.940,957314,303119,654195,3.427,10.824,187154,2.116,21.647,11117,13006,77624
1994,48-49,a) 0,16649,16801,80953,40479,16801,199.988,X,X,80953,80953,X,199.990,199.990,X,X,X,X,X,80949,199.980,X,X,X,X
1994,48-49,b) 1,11620,11735,73744,73568,57,0.414,4144,30.076,23852,746,23106,1.014,32.422,22967,15320,7647,20.824,31.219,885,1.203,62.437,3496,3498,13130
1994,48-49,c) 2,8855,9094,70916,72280,340,3.399,2157,21.565,17707,2937,14770,4.063,24.498,20180,10381,9799,14.362,27.919,-2473,-3.421,48.996,1822,1836,8592
1994,48-49,d) 3,7554,7802,63361,64224,323,3.862,1444,17.268,13939,1392,12547,2.167,21.704,15504,7380,8124,11.491,24.141,-1565,-2.437,43.407,1194,1203,6262
1994,48-49,e) 4,6903,7122,63494,63362,322,4.270,1161,15.395,13515,1425,12090,2.249,21.330,13042,6263,6779,9.884,20.583,473,0.747,41.167,956,965,5429
1994,48-49,f) 5,6288,6673,66301,67279,397,5.697,987,14.165,13442,2922,10520,4.343,19.979,15314,5936,9378,8.823,22.762,-1872,-2.782,39.959,800,808,4664
1994,48-49,g) 6 to 10,22527,24434,298765,299331,1150,4.543,2908,11.488,53676,9010,44666,3.010,17.932,54915,20482,34433,6.843,18.346,-1239,-0.414,35.864,2288,2350,14920
1994,48-49,h) 11 to 15,12249,14032,261012,258352,531,3.686,1279,8.878,41733,8806,32927,3.409,16.154,36724,10992,25732,4.255,14.215,5009,1.939,28.429,917,948,6579
1994,48-49,i) 16 to 20,3952,4738,86545,86321,187,3.836,462,9.476,12682,2589,10093,2.999,14.692,12155,4479,7676,5.189,14.081,527,0.611,28.162,314,324,3329
