,2005,2009,2014,2019,2024,dwa_title,change,pct_change
4.A.2.a.4.I07.D08,0.015860282011786637,0.016684294897816917,0.015992635190305,0.014931583219077074,0.022772220223629673,Analyze forecasting data to improve business decisions.,0.006911938211843036,43.580172198113495
4.A.2.a.4.I07.D09,0.006212101143036607,0.005954870608410075,0.005277784260751605,0.004846177266658305,0.005585571115240313,Analyze data to assess operational or project effectiveness.,-0.0006265300277962941,-10.085637908497299
4.A.2.a.4.I07.D10,0.004565333878337304,0.006095597832203503,0.00676388061008399,0.007657322225598246,0.00903517852932192,"Analyze jobs using observation, survey, or interview techniques.",0.004469844650984615,97.90838458046213
4.A.2.a.4.I07.D11,0.0,0.0,0.0011327790078392499,0.001340089925731545,0.0018048207519181904,Analyze data to inform personnel decisions.,0.0018048207519181904,
4.A.2.a.4.I07.D12,0.030465981172371297,0.031113034756451382,0.03321089314501326,0.03576244989979764,0.05074679519266982,Analyze data to inform operational decisions or activities.,0.020280814020298524,66.56872104513279
4.A.2.a.4.I07.D13,0.001713504333883058,0.0020280398060204003,0.0020121541846895704,0.0014208699532872906,0.001728250820798124,Evaluate logistics methods to reduce environmental impact.,1.4746486915066153e-05,0.8606040045226148
4.A.2.a.4.I07.D14,0.0023579196954049814,0.0032945848201612464,0.01412042806252797,0.017094926990855,0.019489614469663383,Analyze data to identify or resolve operational problems.,0.017131694774258403,726.5597215903475
4.A.2.a.4.I07.D15,0.012298503340231965,0.011488959352042588,0.009720485778977005,0.00948435571840254,0.009938982419353124,Analyze shipping information to make routing decisions.,-0.0023595209208788406,-19.185431394405242
4.A.2.a.4.I07.D16,6.470070923640112e-05,6.131152919912586e-05,0.0018653929071117807,0.003126850477261671,0.003278131840366362,Analyze traffic data.,0.003213431131129961,4966.608819369881
4.A.2.a.4.I07.D17,0.0022285182769321795,0.002336837142580381,0.0018141158966057855,0.0020507980715505,0.002111980590549261,Analyze energy usage data.,-0.00011653768638291871,-5.229379879412374
4.A.2.a.4.I08.D01,0.005328320925884736,0.0056401940841186715,0.005655036552331426,0.005642426388516967,0.005945464460073805,Identify implications for cases from legal precedents or other legal information.,0.0006171435341890685,11.582326642357705
4.A.2.a.4.I09.D01,0.0010771418503347637,0.0011752776236435174,0.0011876334841945003,0.0010691061038247353,0.0010105177308163535,Appraise environmental impact of regulations or policies.,-6.66241195184103e-05,-6.185268866649667
4.A.2.a.4.I09.D02,0.0019811005433286026,0.0032505375723956647,0.0031740639858727575,0.003899685098379537,0.0046456092021801895,Analyze environmental regulations to ensure organizational compliance.,0.002664508658851587,134.4963872643605
4.A.2.a.4.I09.D03,0.006046785740037734,0.005864816383635104,0.004923700319433629,0.004645124753630672,0.004845908514334309,Analyze impact of legal or regulatory changes.,-0.001200877225703425,-19.8597614886869
4.A.2.a.4.I09.D04,0.012893860939385802,0.01508412931002786,0.013041822108977447,0.0031844501490840287,0.011823013444843796,Evaluate applicable laws and regulations to determine impact on organizational activities.,-0.001070847494542006,-8.305095731806581
4.A.2.a.4.I10.D01,0.002754454514244384,0.0029795350141091173,0.002744171839653892,0.0007241324595770108,0.001028486728061963,Analyze laboratory specimens to detect abnormalities or other problems.,-0.001725967786182421,-62.66096525670518
4.A.2.a.4.I10.D02,0.0001464327925779493,0.00017208289169435016,0.00017555135988846484,0.00018138433240536464,0.0002018395119180291,Analyze forensic evidence to solve crimes.,5.5406719340079776e-05,37.83764439962148
4.A.2.a.4.I10.D03,0.0009079388510727591,0.0011437353148622319,0.0010228996996121174,0.0009313507911330534,0.0009156120882211756,Analyze crime scene evidence.,7.673237148416497e-06,0.8451270853042934
4.A.2.a.4.I10.D04,0.003206618984372881,0.003476186396754091,0.003250894323873435,0.0005281530883765502,0.0005615861710597198,Analyze laboratory findings.,-0.002645032813313161,-82.4866573236
4.A.2.a.4.I10.D05,0.00150857247372656,0.001907563117746319,0.001912496207460311,0.002011461710305963,0.0023122799027033808,Analyze biological samples.,0.0008037074289768207,53.27602372270904
4.A.2.a.4.I10.D06,0.0022664686214056047,0.002470938615120935,0.0023446881531536978,0.0024960638273046325,0.002553357837178149,Analyze chemical compounds or substances.,0.00028688921577254417,12.657983131247718
4.A.2.a.4.I11.D01,0.018706928094556707,0.020571557833569714,0.018558529981804326,0.010397287102286169,0.01924266910751658,Analyze budgetary or accounting data.,0.0005357410129598721,2.8638641804356992
4.A.2.a.4.I11.D02,0.029863866560664875,0.030949537345253714,0.029159838959523017,0.027174635414760173,0.027703793181975703,Analyze financial information.,-0.0021600733786891722,-7.233066670389922
4.A.2.a.4.I11.D03,0.01009692055169434,0.012043842689360705,0.010200036558293869,0.0014208699532872906,0.010937545266287704,Apply mathematical models of financial or business conditions.,0.0008406247145933635,8.325555403645325
4.A.2.a.4.I11.D04,0.03167011783396835,0.035743315036927834,0.03401693027195384,0.02368821625445568,0.036492906463301625,Analyze business or financial data.,0.0048227886293332745,15.228199195901022
4.A.2.a.4.I11.D05,0.006581607911665667,0.006890874623428694,0.006809706244057787,0.007903486676719813,0.009785182471499888,Analyze financial records to improve budgeting or planning.,0.0032035745598342205,48.674649156112714
4.A.2.a.4.I11.D06,0.008739223837703593,0.009098836238118675,0.008927395671300393,0.009975669992280238,0.012607415181749073,Analyze financial records or reports to determine state of operations.,0.0038681913440454796,44.26241295430562
4.A.2.a.4.I11.D07,0.020757820246990098,0.021492257296398597,0.022846633868686902,0.024948228587653706,0.03498637106566055,Analyze financial records to improve efficiency.,0.01422855081867045,68.54549586310057
4.A.2.a.4.I12.D01,0.005399408400410567,0.005478189799963904,0.005132811716098443,0.00463006142482076,0.004646562659176895,Conduct quantitative failure analyses of operational data.,-0.0007528457412336719,-13.943115345311277
4.A.2.a.4.I12.D02,2.712061202613094e-05,2.5849761930225055e-05,0.0030299432188027517,0.0057259381078258054,0.005611167768459569,"Analyze security of systems, network, or data.",0.005584047156433438,20589.679727924875
4.A.2.a.4.I12.D03,0.0039051830081312778,0.003884743283867901,0.004997634613651576,0.005558680524200721,0.005686124156969826,Interpret design or operational test results.,0.0017809411488385481,45.60455028945674
4.A.2.a.4.I12.D04,0.005289537525069211,0.005524103456533112,0.005600352431492807,0.0052712285034395515,0.0056187220815873155,Analyze test or validation data.,0.00032918455651810476,6.223314513943212
4.A.2.a.4.I12.D05,0.007011650107820631,0.0072874864941992945,0.006747185769454132,0.006709581283946636,0.005802445910567934,Analyze test or performance data to assess equipment operation.,-0.001209204197252697,-17.245643730909773
4.A.2.b.1.I01.D01,0.0021347531575380816,0.001794272103366199,0.0014399300043253266,0.0014460795657515472,0.0010845940051758046,"Estimate costs of products, services, or materials.",-0.001050159152362277,-49.193469917307915
4.A.2.b.1.I01.D02,0.012355706542389471,0.013015588432968768,0.011120041525860734,0.0019189744323798194,0.009773007559080412,Determine the value of goods or services.,-0.0025826989833090588,-20.902883816869856
4.A.2.b.1.I01.D03,0.0607858997994278,0.06018711121538115,0.05760486617126147,0.05102082150088042,0.04349824838948278,Estimate costs or terms of sales.,-0.017287651409945017,-28.44023279574411
4.A.2.b.1.I01.D04,0.012040440997812672,0.012847051718001308,0.013847518524884767,0.01508330918387743,0.015275187858531918,Determine prices for menu items.,0.003234746860719246,26.86568424949623
4.A.2.b.1.I01.D05,0.017821111517457484,0.016803091818167734,0.014679620045869927,0.0135936005984122,0.013197825091247669,Calculate shipping costs.,-0.004623286426209815,-25.9427501010858
4.A.2.b.1.I01.D06,0.006158045042615923,0.007750635838819175,0.007340108145089068,0.007893496489737074,0.008549942260844564,Estimate costs of goods or services.,0.0023918972182286414,38.841827262968
4.A.2.b.1.I01.D07,0.1670822229386507,0.16816082023440976,0.15712144832171707,0.1492711885426916,0.1340665417638001,Calculate costs of goods or services.,-0.0330156811748506,-19.760140004226127
4.A.2.b.1.I02.D01,0.0024033675469573032,0.0025944015574808185,0.0026355701978014938,0.0028251936593844187,0.0029957618836496426,Determine causes of operational problems or failures.,0.0005923943366923394,24.648511936608234
4.A.2.b.1.I02.D02,0.017017212147331384,0.016286096579563234,0.026292755614619707,0.02600523719942903,0.02555858828223354,Troubleshoot equipment or systems operation problems.,0.008541376134902155,50.192570092872714
4.A.2.b.1.I02.D03,0.0070778318061096536,0.007156371275744543,0.0064042601144755,0.005742718500023375,0.00469988290814652,Diagnose equipment malfunctions.,-0.002377948897963134,-33.597137698446936
4.A.2.b.1.I03.D01,0.0008128778662576174,0.0008466963537650972,0.0007530565612682764,0.00086180972393289,0.0010063371886000281,Authorize construction activities.,0.00019345932234241068,23.799309880717
4.A.2.b.1.I03.D02,0.01562897003413032,0.016126705267733542,0.015166496112401933,0.013252061080939792,0.012073552606439723,Authorize financial actions.,-0.0035554174276905964,-22.748891449189085
4.A.2.b.1.I03.D03,0.00043004219615496364,0.00044420529526307314,0.00041685994919657784,0.00038352952213423485,0.00036429391558751836,Authorize payments to settle legal disputes.,-6.574828056744527e-05,-15.288797507617879
4.A.2.b.1.I03.D04,0.018591873757531175,0.01923632897545542,0.018428463544856395,0.01635791655587055,0.024590609402039443,Approve expenditures.,0.005998735644508268,32.26536347407322
4.A.2.b.1.I04.D01,0.0136363918256439,0.013053196570361839,0.012027269829680259,0.01160336803544456,0.010664563193846241,Determine metal or plastic production methods.,-0.0029718286317976586,-21.793364914969587
4.A.2.b.1.I04.D02,0.004361235074522907,0.0042170573713535735,0.0036577884753470867,0.0038593341087695657,0.0039503190230439555,Determine appropriate locations for operations or installations.,-0.0004109160514789512,-9.42201106928186
4.A.2.b.1.I04.D03,0.008933696212675951,0.009510845981519193,0.008942727667797202,0.009109645658214005,0.00851473769481235,Determine operational methods.,-0.0004189585178636015,-4.689643658009599
4.A.2.b.1.I04.D04,0.007952078156235274,0.008361791401566626,0.00783073203298696,0.007470240364679288,0.007237838747685575,Determine operational procedures.,-0.0007142394085496995,-8.981795632751167
4.A.2.b.1.I04.D05,0.00035340101268180183,0.00039278573272316696,0.0003674568493735261,0.0005567187792803209,0.0005247680624176956,Determine methods to minimize environmental impact of activities.,0.00017136704973589375,48.49082022585788
4.A.2.b.1.I04.D06,0.0021614109604852685,0.0022462229951643216,0.002509166404461134,0.0026878285883717504,0.0029597505463125236,Determine food production methods.,0.0007983395858272551,36.936038561034046
4.A.2.b.1.I04.D07,0.0001710542355777815,0.00011497078230338363,0.00011039037477702592,9.092631121009028e-05,7.1435931907035e-05,Determine forestry techniques or methods.,-9.96183036707465e-05,-58.23784680587358
4.A.2.b.1.I04.D08,0.0004388355686549037,0.00038392029090594175,0.0003131134395681692,0.00040233917106267416,0.0004915437532247933,Determine construction project layouts.,5.270818456988959e-05,12.010918971643072
4.A.2.b.1.I04.D09,0.0020471896798018364,0.0017437857452281059,0.001482689238999761,0.0016421369852878107,0.001316357398221216,Determine production equipment settings.,-0.0007308322815806204,-35.69929493056859
4.A.2.b.1.I04.D10,0.0012657828309124253,0.0013496935263424006,0.0015688891304151548,0.0016051420741173533,0.0032609696144256578,Determine appropriate methods for data analysis.,0.0019951867835132325,157.62473109822673
4.A.2.b.1.I04.D11,0.005058132985597104,0.005765243473961637,0.005576502659164437,0.0041829225090073635,0.004321140451916614,Determine protocols for medical procedures.,-0.0007369925336804901,-14.57044596848395
4.A.2.b.1.I04.D12,0.01643897848409848,0.01595219604459448,0.015270412977546973,0.015874563212244723,0.016717768294547804,Choose optimal transportation routes or speeds.,0.00027878981044932374,1.6959071436160025
4.A.2.b.1.I04.D13,0.002302104920484309,0.0025380360116113027,0.0025405118195212773,0.002800920626949794,0.002738181808847274,Determine technical requirements of productions or projects.,0.00043607688836296487,18.942528834490503
4.A.2.b.1.I05.D01,0.00043004219615496364,0.00044420529526307314,0.00041685994919657784,0.00038352952213423485,0.00036429391558751836,Make decisions in legal cases.,-6.574828056744527e-05,-15.288797507617879
4.A.2.b.1.I05.D02,0.00043004219615496364,0.00044420529526307314,0.00041685994919657784,0.00038352952213423485,0.00036429391558751836,Rule on admissibility of legal proceedings.,-6.574828056744527e-05,-15.288797507617879
4.A.2.b.1.I06.D01,0.0008431455800205691,0.0008555617955823224,0.0008873818861319877,0.0009109801754885611,0.0008701395237628987,Diagnose dental conditions.,2.6993943742329623e-05,3.2015756687796535
4.A.2.b.1.I06.D02,0.0028266527305596816,0.003227860705431604,0.02719615091931503,0.02782540243868269,0.03419558850116194,Diagnose medical conditions.,0.031368935770602256,1109.7555575704257
4.A.2.b.1.I06.D03,6.247922565746889e-05,9.574677162603214e-05,0.0001020429544620965,0.000110984733511372,0.0006599389274122187,Diagnose neural or psychological disorders.,0.0005974597017547499,956.2533713689334
4.A.2.b.1.I07.D01,0.011284303524633615,0.013491149396132763,0.012538421557332213,0.01349003045680208,0.014310069349327941,Edit written materials.,0.0030257658246943264,26.813935109854896
4.A.2.b.1.I07.D02,0.006242368856799558,0.00756399495845654,0.00739726242091884,0.008047954146290523,0.00912715045808108,Edit documents.,0.0028847816012815223,46.21293081935149
4.A.2.b.1.I08.D01,0.011971297321418406,0.012506058829578772,0.011257092538990545,0.01122327264008564,0.010781691718749256,Estimate technical or resource requirements for development or production projects.,-0.0011896056026691505,-9.937148587403069
4.A.2.b.1.I08.D02,0.0,0.0,0.01061604472990729,0.011622099636037195,0.010508269589232391,Identify information technology project resource requirements.,0.010508269589232391,
4.A.2.b.1.I08.D03,0.003009647440374224,0.003250164290634939,0.004376859111047436,0.005069083313710681,0.0063701195378373906,Estimate labor requirements.,0.0033604720974631666,111.65666956144607
4.A.2.b.1.I08.D04,0.009061431518464554,0.008536020663385147,0.00805951949182268,0.009053685001443504,0.009436217210705563,"Calculate specific material, equipment, or labor requirements for production.",0.0003747856922410083,4.1360539058017975
4.A.2.b.1.I08.D05,0.030249664208872772,0.031392062872593524,0.032200344220356905,0.03153972273953093,0.046209953430959995,Determine resource needs.,0.015960289222087223,52.76187236949818
4.A.2.b.1.I08.D06,0.0,0.0,3.662643607571076e-05,3.9492457916142214e-05,4.3345621927163956e-05,"Estimate labor or resource requirements for forestry, fishing, or agricultural operations.",4.3345621927163956e-05,
4.A.2.b.1.I08.D07,0.015326848267395535,0.016656485406642885,0.01780436610967795,0.019833486997498474,0.02069669102749293,"Estimate supplies, ingredients, or staff requirements for food preparation activities.",0.005369842760097396,35.03553154839109
4.A.2.b.1.I08.D08,0.004098266955866804,0.004217710614434843,0.00416604415921631,0.00492633290752763,0.006177007824581515,Estimate cost or material requirements.,0.002078740868714711,50.72243685197046
4.A.2.b.1.I08.D09,0.003328245210319421,0.002981494743352925,0.0027888901627695856,0.002748316048618806,0.002675767046985994,Estimate material requirements for production.,-0.0006524781633334268,-19.60426958056996
4.A.2.b.1.I08.D10,0.0018817817149871742,0.0020909377827026086,0.002189664633019294,0.0024311276119168257,0.0027290139531097185,Estimate time requirements for development or production projects.,0.0008472322381225443,45.022875468227134
4.A.2.b.1.I08.D11,0.00472565094328358,0.004823733552972322,0.004732391074256777,0.0045976713654626595,0.00427618128737964,"Determine types of equipment, tools, or materials needed for jobs.",-0.0004494696559039406,-9.511274981973813
4.A.2.b.1.I08.D12,0.010933216557346534,0.009814324052988838,0.008057219692348159,0.00894824169977412,0.00950992677083551,Estimate materials requirements for projects.,-0.0014232897865110242,-13.018033430927057
4.A.2.b.1.I08.D13,0.0015781789591997697,0.0018379460693710558,0.001327495363348726,0.00130551451297097,0.0011675447638892097,Calculate requirements for equipment installation or repair projects.,-0.00041063419531056004,-26.019494995597707
4.A.2.b.1.I08.D14,0.01058564693905943,0.010098484793340952,0.008553380134536565,0.009671827821000513,0.010543034098189201,Estimate construction project labor requirements.,-4.261284087022851e-05,-0.4025530146201419
4.A.2.b.1.I09.D01,0.04562612560953113,0.04883206669499875,0.0472842179071927,0.039037045876733734,0.0642891116311119,Implement organizational process or policy changes.,0.018662986021580764,40.90416569949155
4.A.2.b.1.I09.D02,0.0014270255140165894,0.0014694236510950313,0.001506283478053184,0.00159327872707535,0.0021580398977747413,Implement transportation changes to reduce environmental impact.,0.0007310143837581519,51.22644105364284
4.A.2.b.1.I09.D03,0.0006182203676536811,0.0008284988679297401,0.0009869546856029316,0.0008634487389847456,0.0012746986617497623,Apply new technologies to improve work processes.,0.0006564782940960812,106.1883963136963
4.A.2.b.1.I09.D04,0.00022353678513005538,0.0002109041948097784,0.005989785142511759,0.008540751338548471,0.009673628002885308,Implement advertising or marketing initiatives.,0.009450091217755254,4227.532937031871
4.A.2.b.1.I09.D05,0.003475418497423681,0.004303378778521293,0.004356501626810006,0.004524930316494587,0.004785987409233645,Implement financial decisions.,0.0013105689118099637,37.70967187927109
4.A.2.b.1.I09.D06,0.010248536805956464,0.0108340365028501,0.010315963487361409,0.01086924538888481,0.011982094077601865,Implement design or process improvements.,0.0017335572716454008,16.915168520816113
4.A.2.b.1.I10.D01,0.01323643221962031,0.013699627259497828,0.012541999023181467,0.011905493143336627,0.01184318272746642,"Select tools, equipment, or technologies for use in operations or projects.",-0.0013932494921538897,-10.525868822028052
4.A.2.b.1.I10.D02,0.004381320988549085,0.004331094949255144,0.003713579907043809,0.003555101695810826,0.003157776230243729,Select project materials.,-0.0012235447583053556,-27.926389358441956
4.A.2.b.1.I10.D03,0.00464567753444202,0.005023719256280886,0.0051914991915778955,0.005756767200467853,0.00603831650298377,Select materials or props.,0.0013926389685417501,29.977090708880127
4.A.2.b.1.I10.D04,0.023256989273288852,0.023139922988239945,0.0213457165894076,0.01959270788154729,0.01884852465364758,"Select equipment, materials, or supplies for cleaning or maintenance activities.",-0.004408464619641273,-18.9554398801933
4.A.2.b.1.I10.D05,0.009359017756225685,0.007535065622000331,0.011394313907636986,0.012121452888502566,0.009913165737596166,Select production input materials.,0.000554147981370481,5.921005770096524
4.A.2.b.1.I10.D06,0.016993146075226284,0.014572919938714601,0.013313965046795809,0.013238948960524946,0.011024089824450231,Select production equipment according to product specifications.,-0.005969056250776053,-35.12625751789501
4.A.2.b.1.I10.D07,0.01784527015137837,0.015058466188977998,0.011803763391860107,0.012476026478054018,0.011345331489494187,Select construction materials.,-0.006499938661884185,-36.42387370292698
4.A.2.b.1.I10.D08,9.006264676254405e-05,0.00012542267160369123,0.00041191963921427267,0.0004350414237639856,0.0028239195957048963,Select medical equipment for addressing patient needs.,0.002733856948942352,3035.505891971331
4.A.2.b.1.I10.D09,0.0072593455268715745,0.006758826200572129,0.005970109080340854,0.005894834706502745,0.0060211542770430655,Select construction equipment.,-0.001238191249828509,-17.056513500358335
4.A.2.b.1.I10.D10,0.013169139779541822,0.014309756297403284,0.014299045821715798,0.013298812034085582,0.013262440138485961,Select educational materials or equipment.,9.330035894413932e-05,0.7084772468516194
4.A.2.b.1.I10.D11,0.02076661361949004,0.02098898016250075,0.022289400973786205,0.018781317382542913,0.018890770132886234,Select resources needed to accomplish tasks.,-0.0018758434866038044,-9.032977263289926
4.A.2.b.1.I11.D01,0.0015542980107262484,0.0017932455785242044,0.0019324278029061628,0.0021922997043607086,0.002125108959965441,Edit audio or video recordings.,0.0005708109492391926,36.72467862018817
4.A.2.b.1.I11.D02,0.0004912255563913888,0.0005751338728374622,0.0006298895227439095,0.0006778497964460378,0.0006096990779704128,Mix sound inputs.,0.00011847352157902402,24.117947455614274
4.A.2.b.2.I01.D01,0.009121319013279935,0.010156250145813188,0.009889648806991799,0.008633550809817826,0.007910539330284471,Develop treatment plans for patients or clients.,-0.0012107796829954644,-13.274173189564609
4.A.2.b.2.I01.D02,0.003768469206211157,0.004188781277978635,0.028508143930650313,0.02951811474557062,0.03416375770604114,Develop medical treatment plans.,0.030395288499829982,806.5685782898992
4.A.2.b.2.I01.D03,0.00013986090365694146,0.00014240699171669109,0.0002475265656651523,0.00028003742885991754,0.00258474857522354,Develop exercise or conditioning programs.,0.0024448876715665985,1748.0851386199777
4.A.2.b.2.I01.D04,0.002258785990695131,0.002533183348721874,0.0018643707740119933,0.0019160866439551212,0.0018159688644950583,Develop patient therapy programs.,-0.0004428171262000728,-19.604208987669427
4.A.2.b.2.I01.D05,0.003626479380791072,0.004162464913847503,0.003923032014741885,0.002284162595600431,0.002816658653960752,Modify treatment plans to accommodate client needs.,-0.00080982072683032,-22.33076882002477
4.A.2.b.2.I01.D06,0.001990819533986431,0.002285230939160112,0.0022720315253104855,0.002491068733813263,0.005055155653688284,Develop treatment plans that use non-medical therapies.,0.0030643361197018526,153.92335002690095
4.A.2.b.2.I01.D07,0.001490337796016158,0.0017537710323275069,0.0018095162976567427,0.0019162427406267265,0.0019652215559024674,Establish treatment goals.,0.0004748837598863094,31.86416939540335
4.A.2.b.2.I02.D01,0.0069790683486629585,0.007524427091819661,0.008539410982172806,0.009866090128813315,0.009742130220956324,Develop software or computer applications.,0.002763061872293366,39.590697987972995
4.A.2.b.2.I02.D02,0.007684296823158152,0.008660976732787932,0.01034986423517102,0.009537740780091555,0.016738084262862225,Develop computer or information systems.,0.009053787439704072,117.82193801284053
4.A.2.b.2.I02.D03,0.0006751458843638194,0.0007941569459430152,0.006794800136352555,0.009467731422876576,0.011038611707938519,Design computer modeling or simulation programs.,0.0103634658235747,1534.996519061958
4.A.2.b.2.I02.D04,0.017182712673961834,0.017876370200693072,0.02224647138359514,0.018136794225484608,0.014172918227494107,Develop computer or online applications.,-0.003009794446467727,-17.51641026407128
4.A.2.b.2.I02.D05,0.0,0.0,0.010822260082789375,0.011862332413637761,0.010790492860257309,Design integrated computer systems.,0.010790492860257309,
4.A.2.b.2.I02.D06,0.002799809803980917,0.0030060380191206117,0.0030804536294839063,0.002932510121113066,0.0029400946636112036,Develop software or applications for scientific or technical use.,0.00014028485963028673,5.010513908152701
4.A.2.b.2.I02.D07,0.0,0.0,0.010077039875286133,0.015465355787631415,0.016568295574602692,Modify software programs to improve performance.,0.016568295574602692,
4.A.2.b.2.I02.D08,0.00035654811441862246,0.00030086509914456884,0.008673054884969993,0.010169698155085633,0.012005417102598207,Design websites or web applications.,0.011648868988179585,3267.1239917153707
4.A.2.b.2.I02.D09,0.0,0.0,0.0,0.0,0.0008170393033309753,Design video game features or details.,0.0008170393033309753,
4.A.2.b.2.I02.D10,0.00016179805399889723,0.0001994257806674763,0.0020398369561421426,0.0033736393150696586,0.005628256651554373,Design software applications.,0.005466458597555476,3378.5688161569196
4.A.2.b.2.I02.D11,0.0,0.0,0.004500111327330118,0.004597515268791054,0.003651006868924233,Design healthcare-related software applications.,0.003651006868924233,
4.A.2.b.2.I02.D12,0.0026524513932450794,0.0031252082212321545,0.007715060637194368,0.007863213735445644,0.0074357177459249794,Apply information technology to solve business or other applied problems.,0.0047832663526799005,180.33379857068465
4.A.2.b.2.I03.D01,0.010194850952798935,0.011700236828613092,0.014429027080905413,0.00735379224766173,0.017095557293781004,Develop business or market strategies.,0.0069007063409820685,67.68815329357533
4.A.2.b.2.I03.D02,0.0049009630223876485,0.004691498489235394,0.003918773126826105,0.003860817027149816,0.004532074476726298,Develop marketing plans or strategies for environmental initiatives.,-0.0003688885456613507,-7.5268583740841155
4.A.2.b.2.I03.D03,0.03864353991186819,0.04013469499054011,0.03967077433566885,0.03929601025492694,0.04598420415127842,Develop marketing plans or strategies.,0.0073406642394102314,18.995838000741152
4.A.2.b.2.I03.D04,0.00046466031525999084,0.0005387389011667482,0.0005567218283508036,0.0005853625185198945,0.0005833689962921524,Develop promotional strategies for religious organizations.,0.00011870868103216158,25.54741111595481
4.A.2.b.2.I03.D05,0.0036449917439488407,0.004308324761850902,0.004054461295822866,0.004667758771013442,0.005139573269319697,Develop promotional strategies or plans.,0.0014945815253708567,41.00370125260382
4.A.2.b.2.I04.D01,0.0073014611530554975,0.007283753676592042,0.007930475187974536,0.008021027470438608,0.00906803612428532,Create new recipes or food presentations.,0.0017665749712298222,24.194814355624562
4.A.2.b.2.I04.D02,0.026909015715237645,0.028447989625753307,0.029854122867553526,0.031855896547867475,0.033147299204706854,Plan menu options.,0.006238283489469209,23.18287504636108
4.A.2.b.2.I05.D01,0.0014370221901217845,0.0015571448648654701,0.0013959782810344737,1.8653552256833972e-05,0.00021856168078333092,Develop healthcare quality and safety procedures.,-0.0012184605093384536,-84.79065373619538
4.A.2.b.2.I05.D02,0.012414020486336441,0.013829622632670404,0.01208944959325065,0.004382882345333759,0.01459060573489715,"Develop safety standards, policies, or procedures.",0.0021765852485607085,17.53328223484389
4.A.2.b.2.I05.D03,0.035703684080598756,0.03796966077833353,0.031527695462938564,0.031929261983521966,0.0304128578810005,Establish rules or policies governing student behavior.,-0.0052908261995982565,-14.818712230520969
4.A.2.b.2.I05.D04,0.0008953504441254765,0.000913887070695646,0.0008445374736992376,0.0008885803031131998,0.0009824274208364825,Develop fire safety or prevention programs or plans.,8.707697671100608e-05,9.725463061121005
4.A.2.b.2.I06.D01,0.0,0.0,0.0,0.0,0.001011764559196661,Develop database parameters or specifications.,0.001011764559196661,
4.A.2.b.2.I06.D02,0.0018709519825398796,0.0020504367116639167,0.0020350670016764686,0.0020358127910763903,0.0022196478883311165,Develop technical or scientific databases.,0.00034869590579123693,18.637351949453596
4.A.2.b.2.I06.D03,0.0014896898633056362,0.0015475328595267945,0.0012751962197429438,0.0012108418816423525,0.0011086504586311512,Develop library or archival databases.,-0.000381039404674485,-25.57843844281486
4.A.2.b.2.I06.D04,0.00016179805399889723,0.0001994257806674763,0.0020398369561421426,0.0033736393150696586,0.008208751341715687,Create databases to store electronic data.,0.00804695328771679,4973.4549265788055
4.A.2.b.2.I07.D01,0.004597730513863399,0.004732372842034811,0.004340658563763303,0.0044502380591314485,0.004099938428680867,Determine design criteria or specifications.,-0.0004977920851825324,-10.826908703795379
4.A.2.b.2.I07.D02,0.0038712128217367726,0.0037442960213950175,0.003675675804593364,0.0036339305149715047,0.0039629339925388325,Develop specifications for new products or processes.,9.17211708020599e-05,2.3693135724041725
4.A.2.b.2.I07.D03,0.0,0.0,0.005797794475268382,0.008364127954627069,0.010933804781146781,Develop specifications or procedures for website development or maintenance.,0.010933804781146781,
4.A.2.b.2.I07.D04,0.013384993933961403,0.015521335572277334,0.013409875202659181,0.0022826796772201807,0.011943882454887733,Develop technical specifications for systems or equipment.,-0.0014411114790736698,-10.766620337549607
4.A.2.b.2.I07.D05,0.0,0.0,0.0011931700384850148,0.002636863025092618,0.0023723476934958466,Develop specifications for computer network operation.,0.0023723476934958466,
4.A.2.b.2.I07.D06,0.011441103240579915,0.011850109455544289,0.01133358216595796,0.0113986472506342,0.010870729933672397,Determine operational criteria or specifications.,-0.0005703733069075175,-4.98529988685433
4.A.2.b.2.I07.D07,0.0,0.0,0.006004009828150465,0.008604360732227633,0.012297761686357387,Develop performance metrics or standards related to information technology.,0.012297761686357387,
4.A.2.b.2.I08.D01,0.0012457894787020352,0.0014187506520765758,0.0014009185910167788,0.001327758288674726,0.0014410402362519752,Plan natural resources conservation or restoration programs.,0.00019525075754994,15.672853310124927
4.A.2.b.2.I08.D02,0.005310549057253278,0.00576822972804744,0.005476078082110337,0.0028183254058337854,0.007922347528474443,Develop environmental remediation or protection plans.,0.0026117984712211648,49.18132650811137
4.A.2.b.2.I08.D03,0.0013121563006226356,0.0015330681912986903,0.00151275698768517,0.0016444003870260877,0.0016533677751337681,Develop environmental sustainability plans or projects.,0.00034121147451113254,26.003874260194703
4.A.2.b.2.I08.D04,0.0014061991054640998,0.0016056714937597554,0.001561478665441697,0.0014452210340577182,0.0014843858581791393,Develop plans to manage natural or renewable resources.,7.818675271503944e-05,5.560148090780843
4.A.2.b.2.I09.D01,0.004552745471390022,0.004285181292685936,0.003938704722271957,0.0035973258454800607,0.003269184013166508,Develop financial plans for clients.,-0.0012835614582235142,-28.19313019560532
4.A.2.b.2.I09.D02,0.009335321931383742,0.011090201111147818,0.010163495299976474,0.0029761391408267487,0.011767419567651257,Develop financial or business plans.,0.0024320976362675155,26.05263807872788
